timestamp,value,metric_name,component_id,component_path,consumer,instance,job,type
2025-07-12 06:07:28,26808,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:08:28,27222,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:09:28,27636,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:10:28,28050,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:11:28,28464,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:12:28,28878,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 06:13:28,29292,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,samples
2025-07-12 05:30:28,37,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:31:28,49,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:32:28,67,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:33:28,117,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:34:28,160,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:35:28,187,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:36:28,217,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:37:28,221,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:38:28,221,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:39:28,221,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:40:28,221,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:41:28,221,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:42:28,230,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:43:28,244,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:44:28,268,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:45:28,277,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:46:28,304,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:47:28,313,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:48:28,316,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:49:28,337,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:50:28,354,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:51:28,387,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:52:28,419,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:53:28,434,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:54:28,436,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:55:28,451,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:56:28,457,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:57:28,483,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:58:28,516,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 05:59:28,537,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:00:28,543,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:01:28,568,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:02:28,574,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:03:28,588,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:04:28,603,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:05:28,618,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:06:28,624,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:07:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:08:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:09:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:10:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:11:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:12:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
2025-07-12 06:13:28,630,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,6fb2dc,alloy:8080,alloy-metrics,series
