timestamp,value,metric_name,component_id,component_path,consumer,instance,job,type
2025-07-13 18:05:48,48485,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:06:48,49164,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:07:48,49878,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:08:48,50530,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:09:48,51124,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:10:48,51699,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:11:48,52390,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:12:48,53003,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:13:48,53524,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:14:48,53998,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 18:15:48,54505,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,samples
2025-07-13 17:25:48,360,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:26:48,365,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:27:48,365,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:28:48,383,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:29:48,410,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:30:48,421,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:31:48,425,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:32:48,434,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:33:48,455,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:34:48,463,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:35:48,474,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:36:48,474,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:37:48,491,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:38:48,495,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:39:48,523,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:40:48,554,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:41:48,571,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:42:48,595,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:43:48,597,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:44:48,610,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:45:48,634,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:46:48,645,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:47:48,656,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:48:48,669,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:49:48,682,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:50:48,692,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:51:48,702,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:52:48,705,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:53:48,719,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:54:48,746,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:55:48,757,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:56:48,768,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:57:48,790,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:58:48,811,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 17:59:48,816,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:00:48,818,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:01:48,829,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:02:48,831,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:03:48,833,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:04:48,848,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:05:48,860,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:06:48,879,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:07:48,883,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:08:48,885,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:09:48,885,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:10:48,895,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:11:48,921,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:12:48,923,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:13:48,925,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:14:48,925,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
2025-07-13 18:15:48,944,prometheus_wal_watcher_records_read_total,prometheus.remote_write.default,/,68143b,alloy:8080,alloy-metrics,series
